Entropy_Average Random_Average Run_Number Entropy_Distance Random_Distance
0.5012526378455947 0.4993019907547289 48 0.0012526378455947063 6.980092452710807E-4
0.4994700984394004 0.5004314449464435 49 5.299015605996216E-4 4.314449464435377E-4
0.4996263487519897 0.49856935999113455 50 3.7365124801030936E-4 0.001430640008865447
0.5007636863040238 0.4988939186050856 51 7.636863040237918E-4 0.0011060813949144155
0.4990916620013016 0.5004529264823259 52 9.08337998698383E-4 4.529264823258661E-4
0.5008839818933011 0.5000006149604803 53 8.839818933010779E-4 6.149604803162845E-7
0.4998096715221023 0.5009414780711149 54 1.9032847789768326E-4 9.414780711148873E-4
0.5003848426053689 0.5009558879385848 55 3.848426053688625E-4 9.558879385848096E-4
0.5002682535288163 0.49943648629503373 56 2.6825352881632014E-4 5.635137049662675E-4
0.4998277176174481 0.5008083672813746 57 1.7228238255190265E-4 8.083672813745668E-4
0.5009077408983276 0.5002406328574892 58 9.077408983275692E-4 2.4063285748920915E-4
0.5019021937523354 0.5002963426417173 59 0.0019021937523353571 2.963426417172954E-4
0.4995520540506055 0.49966314135348383 60 4.479459493945126E-4 3.3685864651616937E-4
0.5002456809844669 0.4995519002259006 61 2.4568098446686726E-4 4.480997740993753E-4
0.5016669389440575 0.4996612868674658 62 0.00166693894405745 3.387131325341963E-4
0.4982380075514794 0.49965041754349715 63 0.0017619924485205996 3.4958245650285047E-4
0.5018486100857251 0.5007548524614261 64 0.001848610085725122 7.548524614261476E-4
0.5005417099880762 0.4990421024796192 65 5.417099880762333E-4 9.578975203807794E-4
0.500682026987966 0.4990395151626159 66 6.820269879660446E-4 9.604848373840902E-4
0.500774133912687 0.4996891979614175 67 7.741339126869917E-4 3.10802038582525E-4
0.5012717173823239 0.4986822760623468 68 0.0012717173823239003 0.0013177239376532257
0.5001689371106722 0.5000598497226149 69 1.6893711067222927E-4 5.984972261485755E-5
0.5007243276151991 0.49993860668750684 70 7.243276151991385E-4 6.139331249316315E-5
0.4993311147558059 0.5004918878475165 71 6.688852441941173E-4 4.918878475165256E-4
0.49936113384760356 0.5007818761450751 72 6.388661523964445E-4 7.818761450750777E-4
0.4991963462773571 0.4992967073211288 73 8.036537226429052E-4 7.032926788712035E-4
0.4993266204108488 0.49885330449451454 74 6.733795891512018E-4 0.0011466955054854622
0.49969011951853404 0.5005155485608359 75 3.098804814659628E-4 5.1554856083591E-4
0.4999597511629725 0.49931902143519874 76 4.0248837027523354E-5 6.809785648012601E-4
0.49895147657893685 0.5000962092838339 77 0.0010485234210631522 9.620928383391458E-5
0.5006652362472388 0.5005253063290195 78 6.652362472387985E-4 5.253063290194815E-4
0.5001298897103732 0.5007351465998595 79 1.2988971037319885E-4 7.351465998595152E-4
0.4992790098760105 0.4979122154271459 80 7.209901239895178E-4 0.002087784572854079
0.5014746295512713 0.4994426515937278 81 0.0014746295512713115 5.573484062721956E-4
0.5015673961603403 0.49968790395781143 82 0.0015673961603402953 3.120960421885699E-4
0.5004168798236104 0.4999439056108121 83 4.168798236103832E-4 5.6094389187910654E-5
0.5001217277356704 0.5008022360058024 84 1.2172773567042938E-4 8.022360058024258E-4
0.5013069693541791 0.5002954264149966 85 0.0013069693541790661 2.954264149965802E-4
0.49945427328831066 0.4998353201788905 86 5.457267116893427E-4 1.6467982110951462E-4
0.5005833169300995 0.49724111208213134 87 5.833169300994978E-4 0.0027588879178686576
0.5000186321961092 0.49981719413036385 88 1.863219610920286E-5 1.8280586963614898E-4
0.500981689819347 0.49949903914132904 89 9.81689819346987E-4 5.009608586709624E-4
0.5007728242236111 0.49851300153736405 90 7.728242236111349E-4 0.0014869984626359467
0.49961816237221074 0.5002849277896824 91 3.81837627789261E-4 2.8492778968236543E-4
0.5005610256896106 0.4992693480041313 92 5.610256896105836E-4 7.306519958686919E-4
0.49920217865580163 0.5004075256928002 93 7.978213441983684E-4 4.0752569280022577E-4
0.4985347248906792 0.49984749821319324 94 0.0014652751093208183 1.5250178680675797E-4
0.4996758618972777 0.5000113782938315 95 3.241381027223045E-4 1.1378293831465491E-5
0.5011072606174907 0.5007801228466755 96 0.0011072606174906685 7.801228466755017E-4
0.5011422779827476 0.5001880384322923 97 0.0011422779827475749 1.8803843229231454E-4
0.4994303456304372 0.4997958128749208 98 5.696543695627998E-4 2.0418712507919157E-4
0.4995476199789487 0.5003499800276485 99 4.523800210513018E-4 3.499800276485221E-4
0.5001829189971416 0.49927046275811787 100 1.829189971416234E-4 7.295372418821278E-4
0.4992293384547781 0.4991089413461434 101 7.706615452218735E-4 8.910586538565801E-4
0.5001322403002233 0.5011461793344755 102 1.3224030022329636E-4 0.0011461793344754723
0.5010102713891407 0.5015390924063726 103 0.0010102713891406712 0.001539092406372622
0.500155060736242 0.4996122950263144 104 1.5506073624205197E-4 3.8770497368562085E-4
0.5002387788743905 0.4989646291474925 105 2.387788743904995E-4 0.001035370852507489
0.49923979374726407 0.4998029029746703 106 7.602062527359288E-4 1.9709702532971773E-4
0.5006325384745883 0.5006645365292864 107 6.325384745883289E-4 6.645365292864414E-4
0.5005339771025588 0.4993833534096679 108 5.339771025587581E-4 6.16646590332115E-4
0.49850169502529973 0.500745062627929 109 0.0014983049747002708 7.450626279289496E-4
0.49859087790544 0.49915237937548135 110 0.0014091220945600114 8.476206245186524E-4
0.5009191300797767 0.49950464692835805 111 9.19130079776731E-4 4.953530716419463E-4
0.49765553477591556 0.4986213521711379 112 0.0023444652240844355 0.0013786478288621007
0.4993756310991599 0.500620779667394 113 6.24368900840111E-4 6.207796673940447E-4
0.500561255579967 0.5003383073523375 114 5.612555799670016E-4 3.383073523375302E-4
0.49958899513723254 0.49846421464293245 115 4.110048627674612E-4 0.001535785357067554
0.4995234355847903 0.5004797946770644 116 4.765644152097126E-4 4.797946770643824E-4
0.4997935063754354 0.5010216947756755 117 2.0649362456459652E-4 0.0010216947756754857
0.5005184819563689 0.5019264864693657 118 5.184819563689436E-4 0.0019264864693656625
0.49905086628653195 0.4996401260626329 119 9.491337134680533E-4 3.598739373670834E-4
0.49913098998754557 0.5004672309386369 120 8.690100124544298E-4 4.672309386368756E-4
0.49892695762685363 0.4997555617359542 121 0.0010730423731463712 2.444382640457987E-4
0.4994479777974714 0.49874581880119095 122 5.520222025285904E-4 0.0012541811988090457
0.49930726001699505 0.4994200692877226 123 6.92739983004953E-4 5.7993071227741E-4
0.5005372316172682 0.5014685329559099 124 5.372316172681524E-4 0.0014685329559098736
0.5002590604969295 0.5011176261184203 125 2.590604969294752E-4 0.0011176261184202563
0.49980461347708793 0.5006524154188117 126 1.953865229120666E-4 6.524154188116693E-4
0.5003687346728993 0.5005950768577918 127 3.6873467289932904E-4 5.950768577918097E-4
0.49959980363030415 0.49920825761845466 128 4.001963696958488E-4 7.91742381545335E-4
0.5014565997924604 0.49824789193555996 129 0.001456599792460378 0.0017521080644400389
0.5005678947721952 0.5001797884685453 130 5.678947721952099E-4 1.797884685452722E-4
0.49961414573241947 0.5008649620020065 131 3.858542675805321E-4 8.649620020064752E-4
0.4998953030609317 0.4997493505177408 132 1.0469693906828281E-4 2.5064948225922423E-4
0.5003980278994484 0.49980409492735467 133 3.9802789944842765E-4 1.9590507264533041E-4
0.5000443785178414 0.4996248236299202 134 4.437851784144797E-5 3.751763700797772E-4
0.4991112236900458 0.5007454926678149 135 8.88776309954209E-4 7.454926678148732E-4
0.5018321719964717 0.49986820449647734 136 0.0018321719964716765 1.3179550352265812E-4
0.4999899008038784 0.49911867570413027 137 1.0099196121604592E-5 8.813242958697343E-4
0.5001574295132264 0.5015989079340203 138 1.5742951322639254E-4 0.0015989079340202883
0.5001500818712968 0.5001291835607737 139 1.500818712968366E-4 1.2918356077373794E-4
0.4994983803303348 0.5005980226539152 140 5.016196696652209E-4 5.980226539151756E-4
0.49961964841449313 0.49925986716803294 141 3.803515855068662E-4 7.401328319670553E-4
0.4980907490634464 0.4990863732494676 142 0.001909250936553586 9.136267505324147E-4
0.49986690482777046 0.5001692917147419 143 1.3309517222953593E-4 1.6929171474189264E-4
0.5000904141200057 0.4999760318133785 144 9.041412000565519E-5 2.396818662148137E-5
0.4995479736837286 0.4991187385292065 145 4.520263162713922E-4 8.812614707934818E-4
0.5000890966160974 0.501288504378149 146 8.909661609735053E-5 0.0012885043781489802
0.49936828673262373 0.49925135857663955 147 6.31713267376266E-4 7.486414233604521E-4
0.5011631761278562 0.501441943828554 148 0.0011631761278562136 0.0014419438285540043
0.49781970954477694 0.5011725579273565 149 0.002180290455223055 0.001172557927356488
0.49991537513762885 0.5004365230650808 150 8.462486237115208E-5 4.365230650807961E-4
0.4999570782429328 0.4986776618005447 151 4.292175706721579E-5 0.0013223381994553196
0.5002553878743891 0.5001110075940336 152 2.5538787438905697E-4 1.1100759403359639E-4
0.499315179556943 0.4982299574932967 153 6.848204430570104E-4 0.0017700425067033176
0.5008773781677369 0.501027305717793 154 8.773781677369197E-4 0.00102730571779297
0.5003548322573179 0.5022209122609377 155 3.5483225731791634E-4 0.0022209122609376797
0.5001443891501755 0.5004312933104385 156 1.4438915017545018E-4 4.31293310438452E-4
0.5014882783090872 0.5000392480661676 157 0.0014882783090871543 3.924806616761867E-5
0.49941553788376514 0.4990344987147019 158 5.844621162348629E-4 9.655012852980982E-4
0.5012573386258315 0.4991276408120496 159 0.00125733862583155 8.723591879504222E-4
0.5003475964175885 0.4997475641589156 160 3.475964175885249E-4 2.5243584108441963E-4
0.5002007264470459 0.4999342805433308 161 2.0072644704594023E-4 6.571945666922208E-5
0.5008018990128051 0.5013488127751495 162 8.018990128051406E-4 0.0013488127751495327
0.5000992717200998 0.5011619616544082 163 9.927172009982499E-5 0.0011619616544081834
0.4997023729164013 0.49870210069010623 164 2.9762708359870604E-4 0.0012978993098937686
0.5004802930235868 0.5008230191640477 165 4.802930235867642E-4 8.230191640477003E-4
0.49956291014976856 0.5004198393407566 166 4.370898502314424E-4 4.1983934075662255E-4
0.49914631741502846 0.4989498610263197 167 8.536825849715379E-4 0.0010501389736802813
0.5000172209412121 0.5016074803305425 168 1.7220941212148233E-5 0.0016074803305424767
0.5019035349751677 0.5001321371025187 169 0.0019035349751677089 1.3213710251869237E-4
0.4987089709491261 0.49954046396627366 170 0.0012910290508739153 4.5953603372633767E-4
0.4984944555273038 0.5013616035825742 171 0.0015055444726961853 0.0013616035825742001
0.4991192865413159 0.500365972017985 172 8.807134586841237E-4 3.659720179850501E-4
0.4997701498928872 0.4984996991104329 173 2.2985010711279452E-4 0.0015003008895670966
0.5011162317197734 0.49942618018804513 174 0.001116231719773375 5.738198119548676E-4
0.49985346095888156 0.49939842743846874 175 1.4653904111844307E-4 6.015725615312606E-4
0.5000440107729234 0.5001326566895296 176 4.4010772923375185E-5 1.3265668952955334E-4
0.49944756699158066 0.5006683509365992 177 5.524330084193396E-4 6.683509365992268E-4
0.4999543415009824 0.5015222955595008 178 4.565849901760899E-5 0.0015222955595007859
0.4998567110982271 0.5010602631531119 179 1.4328890177289777E-4 0.0010602631531119178
0.49953245847298283 0.4996092969591261 180 4.675415270171679E-4 3.907030408739076E-4
0.4992635553229452 0.4984535459451966 181 7.364446770548039E-4 0.0015464540548034145
0.5018848907504843 0.5007694982245234 182 0.0018848907504842582 7.69498224523435E-4
0.500883645037532 0.500816233130609 183 8.836450375320215E-4 8.162331306089676E-4
0.49838104832170965 0.5017139457794829 184 0.001618951678290348 0.0017139457794829172
0.5008000935745958 0.4995495692168608 185 8.000935745957616E-4 4.504307831392218E-4
0.5000940980476364 0.5012288852938442 186 9.409804763638174E-5 0.0012288852938442396
0.49898163866342476 0.5007400293848079 187 0.0010183613365752353 7.400293848078832E-4
0.49966964543706643 0.49921717914753894 188 3.303545629335658E-4 7.828208524610636E-4
0.5012836860851134 0.5003103587706497 189 0.0012836860851134224 3.1035877064966577E-4
0.49819514138678583 0.49988130548084975 190 0.0018048586132141664 1.1869451915025309E-4
0.4998948072033376 0.5002111566131455 191 1.0519279666237891E-4 2.1115661314552447E-4
0.5004116392146088 0.4997770690345551 192 4.116392146088499E-4 2.2293096544490076E-4
0.4999489585393993 0.4999823719250989 193 5.104146060069814E-5 1.7628074901077095E-5
0.5000582806592636 0.5008428228565314 194 5.828065926360981E-5 8.428228565313667E-4
0.4991918462322399 0.5002841318310984 195 8.081537677601114E-4 2.841318310984331E-4
0.5004220731433804 0.49943828548742336 196 4.2207314338038593E-4 5.617145125766387E-4
0.5010780048314216 0.49899892558583314 197 0.0010780048314216195 0.0010010744141668582
0.4998622895819461 0.4994314111676785 198 1.377104180538824E-4 5.68588832321526E-4
0.5018938552990573 0.49817326762577674 199 0.0018938552990572788 0.001826732374223261
0.4992656358476618 0.4984221660406274 200 7.34364152338185E-4 0.0015778339593726098
0.49910088164552685 0.501103880170942 201 8.991183544731496E-4 0.0011038801709419843
0.49996081404411197 0.4996251807227901 202 3.918595588803253E-5 3.748192772098924E-4
0.5005370595804455 0.49945575668362435 203 5.370595804454759E-4 5.442433163756477E-4
0.5021635189628912 0.5013383546764916 204 0.002163518962891242 0.001338354676491571
0.49870422543742315 0.5000224681756875 205 0.0012957745625768458 2.24681756875178E-5
0.5004062027773023 0.5015118386644091 206 4.0620277730230026E-4 0.0015118386644090709
0.5006738849615167 0.4994575469970943 207 6.738849615166576E-4 5.42453002905674E-4
0.4999890237015172 0.5008465829818121 208 1.0976298482789915E-5 8.465829818120607E-4
0.4996808783322554 0.5007789457635682 209 3.1912166774461515E-4 7.78945763568184E-4
0.5000420741258262 0.49911815909813423 210 4.207412582624137E-5 8.818409018657714E-4
0.49953362782461175 0.5011065080026585 211 4.6637217538825215E-4 0.001106508002658546
0.5001001439908683 0.5000037699481186 212 1.0014399086832881E-4 3.769948118570454E-6
0.5006989506841821 0.4997943661277296 213 6.989506841821314E-4 2.0563387227040542E-4
0.49965367329156424 0.5014368826836585 214 3.463267084357624E-4 0.0014368826836584914
0.4996073464921971 0.5002822534548826 215 3.926535078028759E-4 2.8225345488264164E-4
0.5010607416736724 0.49927734418085595 216 0.0010607416736724273 7.226558191440469E-4
0.5006464623250308 0.5015810714682338 217 6.464623250308499E-4 0.00158107146823383
0.49978546225559345 0.5000793991527213 218 2.1453774440655105E-4 7.939915272126008E-5
0.5006640781035093 0.5000441985978133 219 6.640781035093246E-4 4.419859781334967E-5
0.4984893476766868 0.49965746799727456 220 0.0015106523233132108 3.425320027254375E-4
0.500976758656384 0.5007315125127958 221 9.767586563840247E-4 7.315125127957955E-4
0.5001879349155685 0.5021696124127574 222 1.879349155684551E-4 0.0021696124127573713
0.4997826563398306 0.49955220369470776 223 2.173436601694001E-4 4.4779630529223624E-4
0.4989712972790138 0.4996245858853161 224 0.0010287027209862076 3.7541411468389185E-4
0.5000584512837974 0.49940732832750817 225 5.845128379744491E-5 5.926716724918291E-4
0.4996801809311455 0.49957758566845006 226 3.1981906885447664E-4 4.2241433154993624E-4
0.49997968766532713 0.4986626146917555 227 2.0312334672867305E-5 0.0013373853082445097
0.4989911147655568 0.5005179501470901 228 0.001008885234443202 5.179501470901071E-4
0.5012288006012442 0.49892274247207286 229 0.0012288006012441954 0.0010772575279271446
0.4992138785778309 0.4989475721765369 230 7.86121422169106E-4 0.001052427823463098
0.49854556897506935 0.5002330654690387 231 0.001454431024930647 2.3306546903867353E-4
0.49902270523653497 0.5004018199159375 232 9.772947634650309E-4 4.0181991593746247E-4
0.5006418608515495 0.5005630458213822 233 6.418608515494917E-4 5.630458213822243E-4
0.5010842887133933 0.5014154874702486 234 0.0010842887133932777 0.0014154874702485554
0.49982768635361574 0.4992270883727071 235 1.7231364638425894E-4 7.729116272929271E-4
0.4986923101938948 0.49927059665368934 236 0.0013076898061051834 7.294033463106642E-4
0.5006811275753406 0.5009112583553564 237 6.811275753405566E-4 9.112583553564368E-4
0.4982019119026423 0.49985498661786515 238 0.0017980880973577085 1.4501338213485093E-4
0.49994447612109366 0.49998198269947924 239 5.5523878906338364E-5 1.801730052075623E-5
0.49934048536789916 0.5010162576743754 240 6.595146321008438E-4 0.0010162576743754093
0.5025291483415559 0.4990102571385046 241 0.0025291483415559313 9.897428614953907E-4
0.498707645838111 0.5000396198131017 242 0.0012923541618889978 3.961981310174334E-5
0.5012506926517498 0.499538635879802 243 0.0012506926517498185 4.6136412019798234E-4
0.4990792639158102 0.5006167279259494 244 9.207360841897994E-4 6.167279259493563E-4
0.500283789078926 0.5015335625954589 245 2.8378907892601113E-4 0.0015335625954588927
0.49862979761485215 0.500523337295021 246 0.001370202385147845 5.233372950209647E-4
0.49936697337157354 0.49838760362746404 247 6.330266284264585E-4 0.0016123963725359625
0.5004501310167887 0.5001611558461081 248 4.501310167887018E-4 1.611558461080964E-4
0.49967611399651357 0.5002169039909146 249 3.238860034864288E-4 2.1690399091456314E-4
0.5002320985245711 0.5005773501952483 250 2.3209852457106717E-4 5.77350195248294E-4
0.49926134771970654 0.49839509854874 251 7.386522802934614E-4 0.0016049014512600213
0.5007252748229846 0.501643663854348 252 7.252748229845674E-4 0.0016436638543479987
0.5005986249553486 0.5002715177764472 253 5.986249553485701E-4 2.715177764471832E-4
0.5002777015466198 0.5004266878179193 254 2.7770154661976854E-4 4.2668781791932453E-4
0.49940800459144985 0.5002908917841659 255 5.9199540855015E-4 2.908917841658587E-4
0.4999798390889324 0.5012998851278694 256 2.016091106760154E-5 0.0012998851278693824
0.49912062071849594 0.5017945489085665 257 8.793792815040558E-4 0.0017945489085664512
0.4985238809554965 0.5012062066894439 258 0.00147611904450351 0.0012062066894439338
0.5020835908678506 0.5032253689893207 259 0.0020835908678505932 0.003225368989320687
0.5000414159720251 0.49949781364231044 260 4.1415972025116154E-5 5.021863576895602E-4
0.5026989385850895 0.4994663046452697 261 0.0026989385850895165 5.336953547303014E-4
0.5007969851575687 0.5004646132815574 262 7.969851575686526E-4 4.6461328155744663E-4
0.4998865436570759 0.5004293981061886 263 1.1345634292408979E-4 4.293981061885832E-4
0.4984164745567709 0.5002865175261355 264 0.0015835254432290946 2.865175261355102E-4
0.49916138580233443 0.5005578987223079 265 8.386141976655659E-4 5.578987223079368E-4
0.49843815188790874 0.4996984633664644 266 0.0015618481120912575 3.01536633535604E-4
0.5018814049952703 0.5002569687595757 267 0.0018814049952703416 2.569687595757042E-4
0.5000407764107522 0.500715767589613 268 4.077641075217464E-5 7.157675896130034E-4
0.5000333423343939 0.5003812154451813 269 3.3342334393893225E-5 3.8121544518132655E-4
0.4983624993072909 0.49914479392881833 270 0.0016375006927091262 8.552060711816689E-4
0.5015012909719845 0.5009414048984191 271 0.0015012909719844814 9.414048984190959E-4
0.49794683789052274 0.4996880595252193 272 0.002053162109477258 3.119404747807253E-4
0.5006989339722779 0.5011583750938596 273 6.989339722779375E-4 0.0011583750938596316
0.5020074595091508 0.499290147529907 274 0.002007459509150822 7.098524700929754E-4
0.5004955804666615 0.4997544763811132 275 4.955804666615382E-4 2.455236188868004E-4
0.5002914985388537 0.5005911189862648 276 2.9149853885368504E-4 5.911189862648492E-4
0.49965373431324894 0.49961620409154694 277 3.462656867510572E-4 3.837959084530551E-4
0.5017005824132983 0.5004014695198205 278 0.0017005824132982905 4.014695198204521E-4
0.49965713564693215 0.5002443272620823 279 3.42864353067851E-4 2.4432726208234445E-4
0.4985581209111259 0.4994395373308053 280 0.0014418790888741095 5.604626691946835E-4
0.4995162196389044 0.49899494445636844 281 4.837803610955871E-4 0.0010050555436315611
0.4996321978897338 0.5007838959742701 282 3.6780211026621323E-4 7.83895974270088E-4
0.49893603365524514 0.4988698329807614 283 0.001063966344754863 0.001130167019238626
0.49979508976548526 0.5007201558945982 284 2.0491023451474355E-4 7.201558945981734E-4
0.4997907763655277 0.5003097103239441 285 2.0922363447228864E-4 3.0971032394411235E-4
0.5008491456219538 0.5008463870689125 286 8.491456219538174E-4 8.463870689124908E-4
0.5017308195611312 0.5009437208440123 287 0.0017308195611311916 9.437208440122857E-4
0.5008090672823423 0.4992620507281542 288 8.090672823423128E-4 7.379492718457836E-4
0.4999726625727167 0.49973442499797965 289 2.733742728328048E-5 2.6557500202034623E-4
0.500313771934136 0.49989710817791827 290 3.137719341359535E-4 1.0289182208172987E-4
0.49929868993791415 0.5009084990752859 291 7.01310062085847E-4 9.084990752858957E-4
0.4986814465793044 0.49834805131895044 292 0.0013185534206955896 0.0016519486810495643
0.5007452533842192 0.5014596304060095 293 7.452533842191578E-4 0.0014596304060094933
0.4990284324848817 0.49991797937193455 294 9.715675151182879E-4 8.202062806544896E-5
0.5007873745824737 0.4996612415953065 295 7.873745824736877E-4 3.387584046934955E-4
0.49962835733041616 0.4979032175882051 296 3.716426695838382E-4 0.0020967824117948952
0.4991963960730616 0.5010794025282249 297 8.03603926938401E-4 0.0010794025282249153
0.5012385690514737 0.5003923136253825 298 0.0012385690514736813 3.9231362538250103E-4
0.49999780037258373 0.5014194739522371 299 2.1996274162661145E-6 0.0014194739522370714
0.4989306752475262 0.49948527032601947 300 0.0010693247524737881 5.147296739805296E-4
0.49874468394886673 0.5017798438534722 301 0.0012553160511332706 0.001779843853472185
0.5006290410543095 0.4999088707738037 302 6.290410543094982E-4 9.112922619630703E-5
0.498733173694707 0.5001903415355408 303 0.0012668263052930118 1.9034153554076116E-4
0.5012617354786137 0.49927251785099575 304 0.0012617354786137458 7.274821490042549E-4
0.4988722110885172 0.5011926954061089 305 0.0011277889114827966 0.0011926954061088901
0.5002277470130511 0.5000790928046202 306 2.277470130510606E-4 7.909280462015111E-5
0.5005811893115379 0.5008883971066193 307 5.811893115379441E-4 8.883971066192542E-4
0.5007354045226751 0.4996996641148203 308 7.35404522675065E-4 3.0033588517969223E-4
0.49899874446977205 0.4992846172842486 309 0.0010012555302279513 7.153827157513892E-4
0.4998506386314217 0.5003933824382318 310 1.4936136857829352E-4 3.933824382318374E-4
0.49976978639275926 0.5001527109528783 311 2.302136072407368E-4 1.5271095287827663E-4
0.5006568427853105 0.4987436497353551 312 6.568427853105296E-4 0.0012563502646448788
0.5004814635313203 0.49977374939373614 313 4.8146353132028086E-4 2.2625060626385585E-4
0.5000365383923676 0.5006023291459099 314 3.653839236761325E-5 6.023291459098523E-4
0.4992528025937956 0.49916233813740263 315 7.471974062043807E-4 8.37661862597372E-4
0.4999208065491366 0.5005277841153446 316 7.919345086337959E-5 5.277841153445983E-4
0.49988023903533757 0.49913074608259567 317 1.197609646624298E-4 8.692539174043334E-4
0.4997820732872927 0.5003530530374513 318 2.17926712707317E-4 3.530530374512564E-4
0.49983840988349293 0.49893098856084367 319 1.61590116507071E-4 0.001069011439156331
0.5006491166458786 0.5006355754368511 320 6.491166458786335E-4 6.355754368511102E-4
0.500208473796946 0.5000287340888653 321 2.08473796945996E-4 2.873408886527873E-5
0.501414031522644 0.49969875353380927 322 0.001414031522643966 3.012464661907299E-4
0.4987828462113483 0.4988804881131499 323 0.0012171537886517259 0.0011195118868501108
0.4994456804480427 0.49826378066304605 324 5.54319551957283E-4 0.001736219336953948
0.49916575914160977 0.5004062329088677 325 8.342408583902339E-4 4.062329088676542E-4
0.4985985944834603 0.49959237272199103 326 0.0014014055165397221 4.076272780089707E-4
0.5006160276162318 0.4989827299901194 327 6.160276162318068E-4 0.001017270009880611
0.4998637410310499 0.4995698719889723 328 1.3625896895008704E-4 4.3012801102770837E-4
0.4989411958109177 0.4989017219242716 329 0.0010588041890822741 0.001098278075728376
0.5004268447227808 0.5012890380986532 330 4.2684472278076147E-4 0.0012890380986532168
0.5005945716965262 0.5004380434962168 331 5.945716965262138E-4 4.3804349621678895E-4
0.49903297354360754 0.4999301167411529 332 9.670264563924613E-4 6.988325884710322E-5
0.5006708170099058 0.49935221720802603 333 6.708170099057886E-4 6.47782791973972E-4
0.49940194999103316 0.49930438349354467 334 5.980500089668439E-4 6.956165064553321E-4
